GeneId	GeneName	GOIds	GoNames	Type
MGI:MGI:1100881	Prss12	GO:0004252|GO:0005044|GO:0008236|GO:0008233|GO:0045202|GO:0005576|GO:0006887|GO:0005886|GO:0030425|GO:0031638|GO:0043083|GO:0043195|GO:0006508|GO:0016020|GO:0031410|GO:0030424|GO:0016787	serine-type endopeptidase activity|scavenger receptor activity|serine-type peptidase activity|peptidase activity|synapse|extracellular region|exocytosis|plasma membrane|dendrite|zymogen activation|synaptic cleft|terminal bouton|proteolysis|membrane|cytoplasmic vesicle|axon|hydrolase activity	Bssp-3|motopsin	protein
MGI:MGI:1927223	Pard6a	GO:0060341|GO:0007098|GO:0034451|GO:0043025|GO:0051301|GO:0005923|GO:0045177|GO:0017048|GO:0030742|GO:0005080|GO:1904781|GO:0007163|GO:0043234|GO:0005886|GO:0007049|GO:0045217|GO:0005634|GO:0005813|GO:0005515|GO:0005856|GO:0005737|GO:0044295|GO:0001933|GO:0005938|GO:0016020|GO:0030010|GO:0030054	regulation of cellular localization|centrosome cycle|centriolar satellite|neuronal cell body|cell division|bicellular tight junction|apical part of cell|Rho GTPase binding|GTP-dependent protein binding|protein kinase C binding|positive regulation of protein localization to centrosome|establishment or maintenance of cell polarity|protein complex|plasma membrane|cell cycle|cell-cell junction maintenance|nucleus|centrosome|protein binding|cytoskeleton|cytoplasm|axonal growth cone|negative regulation of protein phosphorylation|cell cortex|membrane|establishment of cell polarity|cell junction	0710008C04Rik|2610010A15Rik|Par6|Par-6|PAR6alpha|Par6c|TAX40|Tip-40	protein
MGI:MGI:1100878	Selenow	GO:0016209|GO:0005737|GO:0016491|GO:0005886	antioxidant activity|cytoplasm|oxidoreductase activity|plasma membrane	Sepw1	protein
MGI:MGI:1915867	Mtcl1	GO:0016327|GO:0016328|GO:0042803|GO:0090314|GO:0000922|GO:0005886|GO:0008017|GO:0005615|GO:0001578|GO:0003723|GO:0005515|GO:0005856|GO:0005737|GO:0045197|GO:0010506|GO:0016020|GO:0097427|GO:2000576|GO:0030496	apicolateral plasma membrane|lateral plasma membrane|protein homodimerization activity|positive regulation of protein targeting to membrane|spindle pole|plasma membrane|microtubule binding|extracellular space|microtubule bundle formation|RNA binding|protein binding|cytoskeleton|cytoplasm|establishment or maintenance of epithelial cell apical/basal polarity|regulation of autophagy|membrane|microtubule bundle|positive regulation of microtubule motor activity|midbody	1110012J17Rik|Soga2|t8219b25	protein
MGI:MGI:1927234	Suclg1	GO:0008152|GO:0006099|GO:0043234|GO:0006105|GO:0004775|GO:0005743|GO:0005886|GO:0006104|GO:0000166|GO:0004776|GO:0003723|GO:0070062|GO:0003824|GO:0005759|GO:0045244|GO:0046982|GO:0048037|GO:0005739|GO:0019003|GO:0005829|GO:0016874	metabolic process|tricarboxylic acid cycle|protein complex|succinate metabolic process|succinate-CoA ligase (ADP-forming) activity|mitochondrial inner membrane|plasma membrane|succinyl-CoA metabolic process|nucleotide binding|succinate-CoA ligase (GDP-forming) activity|RNA binding|extracellular exosome|catalytic activity|mitochondrial matrix|succinate-CoA ligase complex (GDP-forming)|protein heterodimerization activity|cofactor binding|mitochondrion|GDP binding|cytosol|ligase activity	1500000I01Rik|Sucla1	protein
MGI:MGI:102891	Adcy7	GO:0008074|GO:0006171|GO:0006182|GO:0007165|GO:0016849|GO:0016829|GO:0030819|GO:0004383|GO:0004016|GO:0005886|GO:0000166|GO:0071361|GO:0005524|GO:0046872|GO:0016020|GO:0016021|GO:0007190|GO:0009190|GO:0035556	guanylate cyclase complex, soluble|cAMP biosynthetic process|cGMP biosynthetic process|signal transduction|phosphorus-oxygen lyase activity|lyase activity|positive regulation of cAMP biosynthetic process|guanylate cyclase activity|adenylate cyclase activity|plasma membrane|nucleotide binding|cellular response to ethanol|ATP binding|metal ion binding|membrane|integral component of membrane|activation of adenylate cyclase activity|cyclic nucleotide biosynthetic process|intracellular signal transduction		protein
MGI:MGI:1100867	Asic2	GO:0030193|GO:0050915|GO:0005272|GO:0043025|GO:0045202|GO:0043005|GO:0009612|GO:0007605|GO:0005887|GO:0006814|GO:0006811|GO:0006812|GO:0043197|GO:0034765|GO:0035418|GO:0051965|GO:0019229|GO:0050974|GO:0022839|GO:0035690|GO:0034220|GO:0005261|GO:0015280|GO:0006810|GO:0007602|GO:0005248|GO:0005886|GO:0003026|GO:0005216|GO:0005515|GO:0042391|GO:0043066|GO:0016020|GO:0010468|GO:0016021|GO:0071468|GO:2001259|GO:0010447	regulation of blood coagulation|sensory perception of sour taste|sodium channel activity|neuronal cell body|synapse|neuron projection|response to mechanical stimulus|sensory perception of sound|integral component of plasma membrane|sodium ion transport|ion transport|cation transport|dendritic spine|regulation of ion transmembrane transport|protein localization to synapse|positive regulation of synapse assembly|regulation of vasoconstriction|detection of mechanical stimulus involved in sensory perception|ion gated channel activity|cellular response to drug|ion transmembrane transport|cation channel activity|ligand-gated sodium channel activity|transport|phototransduction|voltage-gated sodium channel activity|plasma membrane|regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback|ion channel activity|protein binding|regulation of membrane potential|negative regulation of apoptotic process|membrane|regulation of gene expression|integral component of membrane|cellular response to acidic pH|positive regulation of cation channel activity|response to acidic pH	Accn1|BNaC1a|BNC1|Mdeg	protein
MGI:MGI:1100860	Frs2	GO:0046619|GO:0008543|GO:0060527|GO:0002088|GO:0005158|GO:0000187|GO:0007405|GO:0030900|GO:0001702|GO:0050678|GO:0070307|GO:0008595|GO:0003281|GO:0007169|GO:0005068|GO:0042981|GO:0005168|GO:0005886|GO:0005104|GO:0070372|GO:0005515|GO:0005911|GO:0005737|GO:0005913|GO:0016020|GO:2000726|GO:0001759	optic placode formation involved in camera-type eye formation|fibroblast growth factor receptor signaling pathway|prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis|lens development in camera-type eye|insulin receptor binding|activation of MAPK activity|neuroblast proliferation|forebrain development|gastrulation with mouth forming second|regulation of epithelial cell proliferation|lens fiber cell development|anterior/posterior axis specification, embryo|ventricular septum development|transmembrane receptor protein tyrosine kinase signaling pathway|transmembrane receptor protein tyrosine kinase adaptor activity|regulation of apoptotic process|neurotrophin TRKA receptor binding|plasma membrane|fibroblast growth factor receptor binding|regulation of ERK1 and ERK2 cascade|protein binding|cell-cell junction|cytoplasm|cell-cell adherens junction|membrane|negative regulation of cardiac muscle cell differentiation|organ induction	C330018A15Rik|Frs2alpha|SNT1	protein
MGI:MGI:1927243	Rala	GO:0043209|GO:0032154|GO:0051491|GO:0006887|GO:0000166|GO:0005525|GO:0051301|GO:0051665|GO:0070062|GO:0001843|GO:0005925|GO:0003924|GO:0017022|GO:0019003|GO:0031755|GO:0031532|GO:0007165|GO:0007265|GO:0005886|GO:0007049|GO:0009986|GO:0030139|GO:0005515|GO:0031625|GO:0016020|GO:0017157|GO:0051117	myelin sheath|cleavage furrow|positive regulation of filopodium assembly|exocytosis|nucleotide binding|GTP binding|cell division|membrane raft localization|extracellular exosome|neural tube closure|focal adhesion|GTPase activity|myosin binding|GDP binding|Edg-2 lysophosphatidic acid receptor binding|actin cytoskeleton reorganization|signal transduction|Ras protein signal transduction|plasma membrane|cell cycle|cell surface|endocytic vesicle|protein binding|ubiquitin protein ligase binding|membrane|regulation of exocytosis|ATPase binding	3010001O15Rik|Ral|Rasl1	protein
MGI:MGI:1927244	Ralb	GO:0032092|GO:0032091|GO:0005776|GO:0000166|GO:0005525|GO:0051301|GO:0070062|GO:0003924|GO:0006915|GO:0019003|GO:0001928|GO:0060178|GO:0007165|GO:0007265|GO:0009267|GO:0005886|GO:0007049|GO:0000145|GO:0031625|GO:0071360|GO:0001934|GO:0016020|GO:2000786|GO:0030496|GO:0071902|GO:0051117	positive regulation of protein binding|negative regulation of protein binding|autophagosome|nucleotide binding|GTP binding|cell division|extracellular exosome|GTPase activity|apoptotic process|GDP binding|regulation of exocyst assembly|regulation of exocyst localization|signal transduction|Ras protein signal transduction|cellular response to starvation|plasma membrane|cell cycle|exocyst|ubiquitin protein ligase binding|cellular response to exogenous dsRNA|positive regulation of protein phosphorylation|membrane|positive regulation of autophagosome assembly|midbody|positive regulation of protein serine/threonine kinase activity|ATPase binding	5730472O18Rik	protein
MGI:MGI:1859388	Dll4	GO:0061074|GO:0007154|GO:0007275|GO:0008285|GO:0007399|GO:0005112|GO:1903588|GO:0045746|GO:0045747|GO:0061314|GO:0090051|GO:0000122|GO:0005887|GO:0001525|GO:0001569|GO:0003208|GO:0003209|GO:0005509|GO:2000179|GO:0035912|GO:0010596|GO:0050896|GO:0043537|GO:0044344|GO:0007601|GO:0003222|GO:0003344|GO:0005886|GO:0060579|GO:0030217|GO:0010629|GO:0001974|GO:0005515|GO:0007219|GO:0072554|GO:0010628|GO:0016020|GO:0016021|GO:0030154|GO:0035924|GO:0050767	regulation of neural retina development|cell communication|multicellular organism development|negative regulation of cell proliferation|nervous system development|Notch binding|negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis|negative regulation of Notch signaling pathway|positive regulation of Notch signaling pathway|Notch signaling involved in heart development|negative regulation of cell migration involved in sprouting angiogenesis|negative regulation of transcription from RNA polymerase II promoter|integral component of plasma membrane|angiogenesis|branching involved in blood vessel morphogenesis|cardiac ventricle morphogenesis|cardiac atrium morphogenesis|calcium ion binding|positive regulation of neural precursor cell proliferation|dorsal aorta morphogenesis|negative regulation of endothelial cell migration|response to stimulus|negative regulation of blood vessel endothelial cell migration|cellular response to fibroblast growth factor stimulus|visual perception|ventricular trabecula myocardium morphogenesis|pericardium morphogenesis|plasma membrane|ventral spinal cord interneuron fate commitment|T cell differentiation|negative regulation of gene expression|blood vessel remodeling|protein binding|Notch signaling pathway|blood vessel lumenization|positive regulation of gene expression|membrane|integral component of membrane|cell differentiation|cellular response to vascular endothelial growth factor stimulus|regulation of neurogenesis	Delta4	protein
MGI:MGI:1342057	B4galnt1	GO:0016757|GO:0019915|GO:0016758|GO:0007283|GO:0030173|GO:0005794|GO:0008376|GO:0005886|GO:0001574|GO:0006665|GO:0006687|GO:0003947|GO:0006629|GO:0016020|GO:0016021|GO:0016740|GO:0030259	transferase activity, transferring glycosyl groups|lipid storage|transferase activity, transferring hexosyl groups|spermatogenesis|integral component of Golgi membrane|Golgi apparatus|acetylgalactosaminyltransferase activity|plasma membrane|ganglioside biosynthetic process|sphingolipid metabolic process|glycosphingolipid metabolic process|(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity|lipid metabolic process|membrane|integral component of membrane|transferase activity|lipid glycosylation	4933429D13Rik|beta1,4GalNAC-T|Galgt1|GalNAcT|Gal-NAc-T|GalNAc-T|Ggm2|Ggm-2|GM2/GD2 synthase	protein
MGI:MGI:1920524	Gpbp1	GO:0003677|GO:0005634|GO:0003700|GO:0005515|GO:0006351|GO:0045893|GO:0043231|GO:0005829|GO:0006355|GO:0005886	DNA binding|nucleus|DNA binding transcription factor activity|protein binding|transcription, DNA-templated|positive regulation of transcription, DNA-templated|intracellular membrane-bounded organelle|cytosol|regulation of transcription, DNA-templated|plasma membrane	1700034P14Rik|D230035M11Rik	protein
MGI:MGI:2679718	Tmem150b	GO:0005887|GO:0016020|GO:0016021|GO:0003674|GO:0005886|GO:0005764	integral component of plasma membrane|membrane|integral component of membrane|molecular_function|plasma membrane|lysosome	Tmem224	protein
MGI:MGI:1100842	Gfra1	GO:0030182|GO:0031175|GO:0007399|GO:0009897|GO:0007169|GO:0005178|GO:0009653|GO:0043235|GO:0043025|GO:0004872|GO:0005886|GO:0005615|GO:0070062|GO:0098797|GO:0016020|GO:0019898|GO:0016477|GO:0030424|GO:0050731|GO:0031225	neuron differentiation|neuron projection development|nervous system development|external side of plasma membrane|transmembrane receptor protein tyrosine kinase signaling pathway|integrin binding|anatomical structure morphogenesis|receptor complex|neuronal cell body|receptor activity|plasma membrane|extracellular space|extracellular exosome|plasma membrane protein complex|membrane|extrinsic component of membrane|cell migration|axon|positive regulation of peptidyl-tyrosine phosphorylation|anchored component of membrane	GDNFR-alpha|GFR alpha-1	protein
MGI:MGI:2449980	Noxa1	GO:0006801|GO:0043020|GO:0005737|GO:0016020|GO:0048365|GO:0060263|GO:0016176|GO:0017124|GO:0010310|GO:0005886|GO:0019899	superoxide metabolic process|NADPH oxidase complex|cytoplasm|membrane|Rac GTPase binding|regulation of respiratory burst|superoxide-generating NADPH oxidase activator activity|SH3 domain binding|regulation of hydrogen peroxide metabolic process|plasma membrane|enzyme binding		protein
MGI:MGI:2182926	Rxfp4	GO:0004930|GO:0005887|GO:0004966|GO:0007186|GO:0007165|GO:0016020|GO:0016021|GO:0007188|GO:0007200|GO:2000253|GO:0004871|GO:0005886	G-protein coupled receptor activity|integral component of plasma membrane|galanin receptor activity|G-protein coupled receptor signaling pathway|signal transduction|membrane|integral component of membrane|adenylate cyclase-modulating G-protein coupled receptor signaling pathway|phospholipase C-activating G-protein coupled receptor signaling pathway|positive regulation of feeding behavior|signal transducer activity|plasma membrane	Gpr100|Rln3r2	protein
MGI:MGI:109583	Pten	GO:0021955|GO:0051091|GO:0046855|GO:0046856|GO:0044320|GO:0043197|GO:0071257|GO:0051800|GO:0019901|GO:0090344|GO:0032286|GO:0060074|GO:0048008|GO:0046621|GO:1990381|GO:2000808|GO:0005886|GO:0021542|GO:0060997|GO:0051895|GO:0071361|GO:0005634|GO:0007416|GO:0005515|GO:0007417|GO:0050680|GO:0010666|GO:0030534|GO:0051898|GO:0060024|GO:0008285|GO:0008284|GO:0045666|GO:0090394|GO:0043005|GO:0009898|GO:0042711|GO:0000287|GO:1990782|GO:0007507|GO:0043491|GO:0007626|GO:0001525|GO:0045792|GO:0097105|GO:0097107|GO:2000134|GO:0010997|GO:0016477|GO:0051548|GO:0035255|GO:0060134|GO:0031175|GO:2000272|GO:1901017|GO:0005737|GO:1990314|GO:0001933|GO:0002902|GO:0005739|GO:0051717|GO:0032535|GO:2001235|GO:0060044|GO:0036294|GO:0048679|GO:0043542|GO:0007613|GO:0007611|GO:0048681|GO:0045211|GO:0006915|GO:0005829|GO:0060291|GO:0010975|GO:0051726|GO:0060292|GO:0071456|GO:0061002|GO:1903690|GO:0005161|GO:1904668|GO:0035749|GO:0010628|GO:0016324|GO:0030336|GO:0050765|GO:0007270|GO:0060341|GO:2000060|GO:0007399|GO:0048854|GO:1903984|GO:0048853|GO:0042995|GO:0048738|GO:0005654|GO:0090071|GO:0032869|GO:0004438|GO:0050771|GO:0010719|GO:0031658|GO:0045475|GO:0030165|GO:0033555|GO:0060070|GO:0016311|GO:0032228|GO:0016314|GO:0035176|GO:0042802|GO:0060179|GO:0033032|GO:0006470|GO:0060736|GO:0008138|GO:0004722|GO:0004721|GO:0031647|GO:0004725|GO:0043066|GO:0043220|GO:0070373|GO:0006629|GO:0043065|GO:0070374|GO:2000463|GO:0050821|GO:0031642|GO:0016787|GO:0019899	central nervous system neuron axonogenesis|positive regulation of DNA binding transcription factor activity|inositol phosphate dephosphorylation|phosphatidylinositol dephosphorylation|cellular response to leptin stimulus|dendritic spine|cellular response to electrical stimulus|phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity|protein kinase binding|negative regulation of cell aging|central nervous system myelin maintenance|synapse maturation|platelet-derived growth factor receptor signaling pathway|negative regulation of organ growth|ubiquitin-specific protease binding|negative regulation of synaptic vesicle clustering|plasma membrane|dentate gyrus development|dendritic spine morphogenesis|negative regulation of focal adhesion assembly|cellular response to ethanol|nucleus|synapse assembly|protein binding|central nervous system development|negative regulation of epithelial cell proliferation|positive regulation of cardiac muscle cell apoptotic process|adult behavior|negative regulation of protein kinase B signaling|rhythmic synaptic transmission|negative regulation of cell proliferation|positive regulation of cell proliferation|positive regulation of neuron differentiation|negative regulation of excitatory postsynaptic potential|neuron projection|cytoplasmic side of plasma membrane|maternal behavior|magnesium ion binding|protein tyrosine kinase binding|heart development|protein kinase B signaling|locomotory behavior|angiogenesis|negative regulation of cell size|presynaptic membrane assembly|postsynaptic density assembly|negative regulation of G1/S transition of mitotic cell cycle|anaphase-promoting complex binding|cell migration|negative regulation of keratinocyte migration|ionotropic glutamate receptor binding|prepulse inhibition|neuron projection development|negative regulation of receptor activity|negative regulation of potassium ion transmembrane transporter activity|cytoplasm|cellular response to insulin-like growth factor stimulus|negative regulation of protein phosphorylation|regulation of B cell apoptotic process|mitochondrion|inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity|regulation of cellular component size|positive regulation of apoptotic signaling pathway|negative regulation of cardiac muscle cell proliferation|cellular response to decreased oxygen levels|regulation of axon regeneration|endothelial cell migration|memory|learning or memory|negative regulation of axon regeneration|postsynaptic membrane|apoptotic process|cytosol|long-term synaptic potentiation|regulation of neuron projection development|regulation of cell cycle|long term synaptic depression|cellular response to hypoxia|negative regulation of dendritic spine morphogenesis|negative regulation of wound healing, spreading of epidermal cells|platelet-derived growth factor receptor binding|positive regulation of ubiquitin protein ligase activity|myelin sheath adaxonal region|positive regulation of gene expression|apical plasma membrane|negative regulation of cell migration|negative regulation of phagocytosis|neuron-neuron synaptic transmission|regulation of cellular localization|positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process|nervous system development|brain morphogenesis|positive regulation of TRAIL-activated apoptotic signaling pathway|forebrain morphogenesis|cell projection|cardiac muscle tissue development|nucleoplasm|negative regulation of ribosome biogenesis|cellular response to insulin stimulus|phosphatidylinositol-3-phosphatase activity|negative regulation of axonogenesis|negative regulation of epithelial to mesenchymal transition|negative regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle|locomotor rhythm|PDZ domain binding|multicellular organismal response to stress|canonical Wnt signaling pathway|dephosphorylation|regulation of synaptic transmission, GABAergic|phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity|social behavior|identical protein binding|male mating behavior|regulation of myeloid cell apoptotic process|protein dephosphorylation|prostate gland growth|protein tyrosine/serine/threonine phosphatase activity|protein serine/threonine phosphatase activity|phosphoprotein phosphatase activity|regulation of protein stability|protein tyrosine phosphatase activity|negative regulation of apoptotic process|Schmidt-Lanterman incisure|negative regulation of ERK1 and ERK2 cascade|lipid metabolic process|positive regulation of apoptotic process|positive regulation of ERK1 and ERK2 cascade|positive regulation of excitatory postsynaptic potential|protein stabilization|negative regulation of myelination|hydrolase activity|enzyme binding	2310035O07Rik|A130070J02Rik|B430203M17Rik|MMAC1|TEP1	protein
